É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/12 11:53:37

,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR,à¢ëhéR
2014/7/14,18.7,8,1,21.1,8,1,17.2,8,1,13.5,0,8,1,6.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,8.1,8,ìÏìÏêº,8,1,16.6,8,ìÏêº,8,1,ìÏìÏêº,8,1,21.3,8,1,99,8,1,82,8,1,885.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/15,19.5,8,1,21.9,8,1,18.2,8,1,16.0,0,8,1,11.0,0,8,1,0.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.4,8,1,8.6,8,ìÏêº,8,1,17.1,8,ìÏìÏêº,8,1,ìÏêº,8,1,22.6,8,1,99,8,1,93,8,1,888.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/16,19.9,8,1,23.7,8,1,17.2,8,1,0,1,8,1,0,1,8,1,4.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,9.0,8,ìÏêº,8,1,15.3,8,ìÏêº,8,1,ìÏêº,8,1,21.2,8,1,91,8,1,74,8,1,889.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/17,20.6,8,1,26.0,8,1,17.9,8,1,0.0,0,8,1,0.0,0,8,1,4.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.2,8,êº,8,1,9.2,8,ìÏêº,8,1,êºìÏêº,8,1,21.9,8,1,91,8,1,64,8,1,889.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/18,20.8,8,1,24.9,8,1,17.8,8,1,0,1,8,1,0,1,8,1,6.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,4.7,8,ìÏìÏêº,8,1,9.2,8,êºìÏêº,8,1,êºìÏêº,8,1,21.2,8,1,87,8,1,61,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/19,20.8,8,1,25.6,8,1,18.5,8,1,0.0,0,8,1,0.0,0,8,1,4.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,5.1,8,êº,8,1,7.7,8,ìÏêº,8,1,êº,8,1,20.7,8,1,85,8,1,58,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/20,20.1,8,1,25.1,8,1,17.9,8,1,3.0,0,8,1,2.0,0,8,1,5.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.8,8,1,6.3,8,ñk,8,1,8.8,8,ñk,8,1,êº,8,1,21.3,8,1,91,8,1,69,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/21,20.3,8,1,25.8,8,1,17.3,8,1,0.5,0,8,1,0.5,0,8,1,3.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.4,8,êºìÏêº,8,1,8.2,8,êº,8,1,ìÏìÏìå,8,1,21.7,8,1,91,8,1,68,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/22,20.7,8,1,25.1,8,1,17.7,8,1,0,1,8,1,0,1,8,1,6.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.1,8,1,6.3,8,ìÏêº,8,1,9.8,8,ìÏêº,8,1,ìÏêº,8,1,21.0,8,1,87,8,1,71,8,1,886.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/23,20.2,8,1,22.5,8,1,18.7,8,1,5.0,0,8,1,3.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,7.8,8,êºìÏêº,8,1,14.3,8,êº,8,1,êºìÏêº,8,1,23.6,8,1,99,8,1,92,8,1,885.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/24,21.3,8,1,25.8,8,1,19.5,8,1,6.5,0,8,1,3.5,0,8,1,2.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,7.0,8,êºìÏêº,8,1,12.9,8,êºìÏêº,8,1,êºìÏêº,8,1,24.2,8,1,95,8,1,75,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/25,22.8,8,1,27.5,8,1,19.9,8,1,0,1,8,1,0,1,8,1,9.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,6.0,8,êºìÏêº,8,1,8.7,8,ìÏìÏêº,8,1,ìÏêº,8,1,25.1,8,1,91,8,1,70,8,1,888.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/26,21.3,8,1,25.0,8,1,19.5,8,1,0,1,8,1,0,1,8,1,1.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.5,8,1,8.3,8,ìÏìÏêº,8,1,15.5,8,ìÏìÏêº,8,1,ìÏêº,8,1,24.0,8,1,94,8,1,78,8,1,889.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/27,20.1,8,1,23.4,8,1,18.1,8,1,25.5,0,8,1,25.5,0,8,1,2.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,8.5,8,êº,8,1,12.6,8,êºìÏêº,8,1,êºìÏêº,8,1,22.7,8,1,97,8,1,74,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/28,20.9,8,1,26.6,8,1,16.7,8,1,0,1,8,1,0,1,8,1,11.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.2,8,1,4.2,8,êº,8,1,5.9,8,êº,8,1,êº,8,1,15.2,8,1,63,8,1,23,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/29,21.3,8,1,26.0,8,1,17.8,8,1,30.5,0,8,1,30.5,0,8,1,4.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.2,8,1,8.2,8,ìÏìå,8,1,18.8,8,ìå,8,1,ìÏìå,8,1,21.6,8,1,85,8,1,70,8,1,887.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/30,21.5,8,1,25.3,8,1,19.1,8,1,0.0,0,8,1,0.0,0,8,1,5.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.9,8,1,11.3,8,ìÏìÏìå,8,1,18.2,8,ìÏìÏìå,8,1,ìÏìå,8,1,23.2,8,1,91,8,1,69,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/7/31,20.2,8,1,22.0,8,1,18.8,8,1,32.0,0,8,1,6.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.7,8,1,11.4,8,ìå,8,1,18.3,8,ìåìÏìå,8,1,ìå,8,1,21.3,8,1,90,8,1,76,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/1,20.5,8,1,21.1,8,1,19.6,8,1,43.5,0,8,1,6.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.7,8,1,9.9,8,ìÏìÏìå,8,1,22.4,8,ìÏìÏìå,8,1,ìÏìå,8,1,23.4,8,1,97,8,1,89,8,1,882.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/2,20.4,8,1,21.4,8,1,19.7,8,1,17.5,0,8,1,3.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.4,8,1,10.1,8,ìÏìå,8,1,18.2,8,ìÏìå,8,1,ìÏìå,8,1,23.4,8,1,98,8,1,77,8,1,881.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/3,21.1,8,1,23.7,8,1,19.9,8,1,5.5,0,8,1,2.0,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.1,8,1,9.1,8,ìÏìå,8,1,14.4,8,ìÏìå,8,1,ìÏ,8,1,24.0,8,1,96,8,1,86,8,1,881.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/4,20.4,8,1,21.6,8,1,19.6,8,1,22.5,0,8,1,9.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.2,8,1,10.7,8,ìÏ,8,1,16.4,8,êºìÏêº,8,1,ìÏìÏêº,8,1,23.7,8,1,99,8,1,95,8,1,882.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/5,19.9,8,1,20.5,8,1,19.5,8,1,6.0,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.9,8,1,8.9,8,ìÏìÏêº,8,1,15.9,8,ìÏìÏêº,8,1,ìÏêº,8,1,23.2,8,1,100,8,1,100,8,1,884.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/6,20.5,8,1,24.5,8,1,18.6,8,1,20.0,0,8,1,18.0,0,8,1,0.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.7,8,ìÏìå,8,1,9.9,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,22.9,8,1,95,8,1,72,8,1,884.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/7,20.8,8,1,24.1,8,1,18.4,8,1,10.0,0,8,1,4.5,0,8,1,7.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,8.0,8,ìÏìå,8,1,12.8,8,ìÏìå,8,1,ìÏìå,8,1,21.2,8,1,86,8,1,72,8,1,882.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/8,20.3,8,1,22.1,8,1,18.6,8,1,11.5,0,8,1,3.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.0,8,1,10.5,8,ñkìå,8,1,19.3,8,ìå,8,1,ìåñkìå,8,1,23.0,8,1,97,8,1,88,8,1,879.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/9,18.1,8,1,19.2,8,1,17.2,8,1,46.0,0,8,1,6.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,12.5,8,1,18.9,8,ñkìå,8,1,29.8,8,ñkñkìå,8,1,ñkìå,8,1,20.8,8,1,100,8,1,98,8,1,869.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/10,18.4,8,1,19.5,8,1,17.2,8,1,40.5,0,8,1,7.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.3,8,1,10.3,8,ñkñkêº,8,1,17.6,8,ñkêº,8,1,êºñkêº,8,1,21.2,8,1,100,8,1,100,8,1,873.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/11,18.6,8,1,22.4,8,1,16.9,8,1,6.0,0,8,1,2.0,0,8,1,1.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,8.9,8,êºìÏêº,8,1,15.1,8,êºìÏêº,8,1,êºìÏêº,8,1,20.6,8,1,96,8,1,79,8,1,878.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/12,19.3,8,1,24.3,8,1,17.0,8,1,0,1,8,1,0,1,8,1,4.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.1,5,1,4.0,8,êºñkêº,8,1,6.6,8,ìÏìÏêº,8,1,êº,8,1,20.5,8,1,92,8,1,69,8,1,881.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/13,21.5,8,1,27.9,8,1,17.8,8,1,0.0,0,8,1,0.0,0,8,1,6.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.9,8,1,5.3,8,ìÏìå,8,1,7.6,8,ìÏìå,8,1,ìÏìå,8,1,21.4,8,1,85,8,1,45,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/14,21.4,8,1,25.5,8,1,19.8,8,1,12.0,0,8,1,5.0,0,8,1,1.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,8.2,8,ìÏêº,8,1,14.6,8,ìÏìÏêº,8,1,ìÏ,8,1,24.3,8,1,96,8,1,80,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/15,20.9,8,1,23.7,8,1,20.1,8,1,8.5,0,8,1,2.5,0,8,1,0.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,9.3,8,ìÏêº,8,1,15.3,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,24.5,8,1,99,8,1,86,8,1,884.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/16,21.1,8,1,25.8,8,1,19.7,8,1,4.0,0,8,1,2.0,0,8,1,1.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,7.6,8,ìÏêº,8,1,13.8,8,ìÏêº,8,1,êºìÏêº,8,1,24.5,8,1,98,8,1,77,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/17,20.5,8,1,25.4,8,1,18.1,8,1,1.0,0,8,1,1.0,0,8,1,4.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,6.0,8,ìÏêº,8,1,9.5,8,ìÏêº,8,1,ìÏêº,8,1,22.3,8,1,93,8,1,70,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/18,19.9,8,1,22.9,8,1,18.7,8,1,4.0,0,8,1,2.5,0,8,1,1.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,9.5,8,ìÏêº,8,1,15.3,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,22.2,8,1,96,8,1,80,8,1,889.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/19,20.8,8,1,23.3,8,1,19.3,8,1,6.5,0,8,1,6.0,0,8,1,0.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,7.8,8,ìÏìÏêº,8,1,12.1,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,22.8,8,1,93,8,1,80,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/20,20.7,8,1,24.5,8,1,19.2,8,1,0.0,0,8,1,0.0,0,8,1,0.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,5.4,8,ìÏ,8,1,13.2,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,23.3,8,1,96,8,1,79,8,1,890.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/21,20.8,8,1,25.3,8,1,18.7,8,1,12.5,0,8,1,12.5,0,8,1,5.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,7.7,8,ìÏ,8,1,11.5,8,ìÏ,8,1,ìÏ,8,1,21.7,8,1,89,8,1,64,8,1,889.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/22,19.6,8,1,24.2,8,1,17.7,8,1,33.5,0,8,1,30.0,0,8,1,2.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,6.4,8,ìÏìÏêº,8,1,10.2,8,ìÏìÏêº,8,1,ìÏìÏêº,8,1,21.3,8,1,93,8,1,79,8,1,887.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/23,20.1,8,1,24.4,8,1,18.3,8,1,0.0,0,8,1,0.0,0,8,1,2.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,5.6,8,ìÏêº,8,1,9.9,8,ìÏìÏêº,8,1,ìÏêº,8,1,22.1,8,1,94,8,1,80,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/24,19.0,8,1,19.6,8,1,18.3,8,1,4.0,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,6.9,8,ìÏìÏêº,8,1,14.8,8,ìÏìÏêº,8,1,ìÏêº,8,1,21.4,8,1,97,8,1,93,8,1,887.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/25,19.5,8,1,22.6,8,1,18.0,8,1,1.5,0,8,1,1.5,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,8.7,8,ìÏêº,8,1,15.4,8,ìÏìÏêº,8,1,ìÏêº,8,1,21.7,8,1,96,8,1,84,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/26,19.0,8,1,21.7,8,1,17.1,8,1,17.0,0,8,1,10.5,0,8,1,0.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,10.2,8,ìÏêº,8,1,19.9,8,ìÏìÏêº,8,1,êº,8,1,21.5,8,1,98,8,1,86,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/27,19.1,8,1,23.8,8,1,16.3,8,1,0.0,0,8,1,0.0,0,8,1,3.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,4.6,8,ñk,8,1,7.1,8,ñk,8,1,ñkêº,8,1,20.5,8,1,93,8,1,70,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/28,17.5,8,1,19.4,8,1,16.2,8,1,5.5,0,8,1,4.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.6,8,1,4.5,8,ìåìÏìå,8,1,6.7,8,ìåìÏìå,8,1,ñk,8,1,19.8,8,1,99,8,1,86,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/29,16.9,8,1,18.3,8,1,15.5,8,1,43.5,0,8,1,22.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.2,8,1,5.5,8,ñkñkìå,8,1,11.1,8,ñkêº,8,1,ìÏ,8,1,19.3,8,1,100,8,1,96,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/30,17.7,8,1,20.3,8,1,15.7,8,1,0.0,0,8,1,0.5,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.9,8,1,4.5,8,ñkñkìå,8,1,5.9,8,ñkñkêº,8,1,ñk,8,1,19.6,8,1,97,8,1,88,8,1,886.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/8/31,17.7,8,1,21.8,8,1,14.6,8,1,13.0,0,8,1,7.5,0,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.0,8,1,4.8,8,ìÏìå,8,1,6.4,8,ìÏìå,8,1,ìÏ,8,1,19.8,8,1,97,8,1,78,8,1,886.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/1,18.9,8,1,22.7,8,1,16.8,8,1,1.5,0,8,1,1.0,0,8,1,2.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.4,8,1,4.4,8,ìÏìå,8,1,6.6,8,ìÏìå,8,1,ìÏìå,8,1,19.2,8,1,89,8,1,67,8,1,887.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/2,19.1,8,1,22.5,8,1,16.6,8,1,0.0,0,8,1,0.0,0,8,1,3.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,7.4,8,ìÏìå,8,1,11.0,8,ìÏìÏìå,8,1,ìÏ,8,1,20.1,8,1,91,8,1,70,8,1,887.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/3,19.5,5,1,21.9,5,1,17.8,8,1,15.0,0,4,1,6.0,0,5,1,0.1,0,4,1,,0,1,0,1,8,1,0,1,8,1,4.7,5,1,7.1,5,êº),5,1,13.9,5,êº),5,1,ìÏ,5,1,20.7,5,1,91,5,1,80,8,1,885.7,5,1,,1,1,,,1,1,,0,1,,8,1,,8,1
2014/9/4,19.2,8,1,21.1,8,1,18.0,8,1,22.0,0,8,1,17.5,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,7.6,8,ìÏìÏìå,8,1,11.2,8,ìÏìÏìå,8,1,ìÏêº,8,1,21.8,8,1,98,8,1,91,8,1,885.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/5,20.1,8,1,24.2,8,1,18.3,8,1,28.0,0,8,1,22.0,0,8,1,2.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,4.6,8,ìåìÏìå,8,1,7.8,8,ìÏìÏêº,8,1,ìÏêº,8,1,22.5,8,1,95,8,1,78,8,1,888.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/6,20.1,8,1,24.2,8,1,18.0,8,1,12.0,0,8,1,11.0,0,8,1,3.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.2,8,1,4.7,8,ñkêº,8,1,6.4,8,ñkêº,8,1,ìÏìÏìå,8,1,21.7,8,1,92,8,1,72,8,1,887.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/7,19.5,8,1,21.9,8,1,17.3,8,1,4.5,0,8,1,4.5,0,8,1,0.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.1,8,1,7.8,8,ìåñkìå,8,1,10.4,8,ìåñkìå,8,1,ñk,8,1,21.9,8,1,97,8,1,75,8,1,883.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/8,19.7,8,1,24.7,8,1,15.9,8,1,0.0,0,8,1,0.0,0,8,1,10.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,8.8,8,ñkìå,8,1,12.8,8,ñkìå,8,1,ñkìå,8,1,19.8,4,1,85,4,1,66,4,1,881.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/9,19.4,5,1,25.4,5,1,14.6,8,1,0,1,8,1,0,1,8,1,11.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,8.1,8,ñkìå,8,1,10.4,8,ñkìå,8,1,ñkìå,8,1,13.4,5,1,62,5,1,30,5,1,883.2,5,1,,1,1,,,1,1,,0,1,,8,1,,8,1
2014/9/10,19.0,8,1,23.6,8,1,15.6,8,1,0,1,8,1,0,1,8,1,6.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.0,8,1,4.3,8,êº,8,1,6.8,8,êºñkêº,8,1,ìÏìå,8,1,13.5,8,1,62,8,1,41,8,1,884.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/11,17.5,8,1,22.9,8,1,13.7,8,1,0,1,8,1,0,1,8,1,7.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.8,8,1,6.4,8,ñkñkìå,8,1,9.7,8,ñkñkìå,8,1,ñkñkìå,8,1,14.8,8,1,74,8,1,42,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/12,17.0,8,1,22.6,8,1,12.8,8,1,0.5,0,8,1,0.5,0,8,1,2.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.0,8,1,4.3,8,êº,8,1,6.8,8,êº,8,1,ìÏ,8,1,15.1,8,1,79,8,1,57,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/13,15.0,8,1,18.0,8,1,12.4,8,1,2.0,0,8,1,1.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,10.9,8,ñkìå,8,1,16.0,8,ñkìå,8,1,ìåñkìå,8,1,13.3,8,1,78,8,1,32,8,1,886.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/14,16.4,8,1,22.0,8,1,10.6,8,1,0.0,0,8,1,0.0,0,8,1,8.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.6,8,1,10.5,8,ñkìå,8,1,14.8,8,ñkìå,8,1,ìåìÏìå,8,1,13.4,8,1,73,8,1,51,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/15,17.0,8,1,20.8,8,1,14.6,8,1,0.5,0,8,1,0.5,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,6.7,8,ìÏìå,8,1,9.5,8,ìÏìå,8,1,ìÏìå,8,1,17.8,8,1,92,8,1,78,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/16,17.6,8,1,23.3,8,1,14.3,8,1,0,1,8,1,0,1,8,1,4.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.3,8,êºñkêº,8,1,7.7,8,êºñkêº,8,1,ñkìå,8,1,15.6,8,1,79,8,1,42,8,1,887.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/17,17.0,8,1,22.4,8,1,13.3,8,1,0,1,8,1,0,1,8,1,5.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.5,8,1,5.1,8,êº,8,1,7.4,8,êºñkêº,8,1,ñkñkìå,8,1,14.4,8,1,74,8,1,60,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/18,15.3,8,1,19.3,8,1,12.5,8,1,0.0,0,8,1,0.0,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.1,8,1,9.7,8,ìåñkìå,8,1,14.3,8,ñkìå,8,1,ìåñkìå,8,1,12.3,8,1,71,8,1,43,8,1,887.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/19,12.7,8,1,15.0,8,1,10.8,8,1,20.5,0,8,1,2.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.6,8,1,9.4,8,ìå,8,1,13.5,8,ìå,8,1,ìåìÏìå,8,1,13.0,8,1,88,8,1,68,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/20,11.9,8,1,14.3,8,1,10.3,8,1,5.5,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,10.5,8,ìåñkìå,8,1,14.1,8,ìåñkìå,8,1,ìÏìå,8,1,12.6,8,1,90,8,1,78,8,1,885.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2014/9/21,14.8,8,1,17.3,8,1,12.8,8,1,1.5,0,8,1,1.5,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,5.5,8,ìÏìå,8,1,9.6,8,ìÏìå,8,1,ìÏìå,8,1,16.1,8,1,95,8,1,81,8,1,888.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
